ID,Title,Organization Name,City2,Province2,Date(s),Topics,Summary,Source Link,Image,Image Source Link
429,REEL Pride Film Screening 2006,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,Nov-06,"[""Community Event""]","<span style=""color&#58;black;"">​<span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">Tuesday November 7 - Friday November 10 2006 Venue&#58; IMAX Screenings at 7 and 9 PM <p>Saturday November 11 and Sunday November 12, 2006 Venue&#58; CINEMATHEQUE Screenings at 7 AND 9 PM</p><p>$7 per show or 6 for $35, films include Boy Culture, Another Gay Movie, Coffee Date<br></p></span></span>",http://web.archive.org/web/20061129182831/https://www.reelpride.org/ http://web.archive.org/web/20061117183855/http://www.reelpride.org/htmlfiles/screenings.asp,,
430,REEL Pride Film Screening  2007,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,Oct-07,"[""Community Event""]","<span style=""color&#58;black;"">​<span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">Tuesday, October 16 - Friday, October 19, 2007 Venue&#58; Globe Cinema. Screenings at 7 and 9 PM <p>Saturday, October 20 and Sunday, October 21, 2007 Venue&#58; Cinematheque. Screenings at 7 and 9 PM&#160;</p><p>Winnipeg Gay and Lesbian Film Society selected two films to be shown at Reel Pride @ Pride<br></p></span></span>",http://web.archive.org/web/20071012081817/http://reelpride.org/index2.html,,
431,Planning Has Begun,"[""Gay Pride""]",Winnipeg,MB,4-Dec-02,"[""Festival Dates"",""Planning of Event/Activities""]","<div style=""""><font color=""#000000"" face=""Calibri, Arial, Helvetica, sans-serif""><span style=""font-size&#58;11pt;"">​</span></font><span lang=""EN-CA"" style=""margin&#58;0px;text-align&#58;left;background-color&#58;rgb(255, 255, 255);line-height&#58;19.425px;""><span style=""color&#58;black;font-family&#58;Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;font-size&#58;11pt;margin&#58;0px;"">for Winnipeg's 2003 Pride celebrations; this&#160;</span><span style=""margin&#58;0px;""><font color=""#000000"" face=""Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif""><span style=""font-size&#58;14.6667px;"">news note</span><span style=""font-size&#58;11pt;"">&#160;is a call for volunteers for &quot;the 18th year of Pride events&quot;</span></font></span></span><br></div>",,,
432,Winnipeg Pride Bigger Than All Get-Out,"[""Lesbian and Gay Pride""]",Winnipeg,MB,2-Jun-04,"[""Pride Theme""]","<span style=""color&#58;black;"">​D<span lang=""EN-CA"" style=""margin&#58;0px;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;line-height&#58;19.425px;font-family&#58;Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;""><span style=""margin&#58;0px;"">etails of upcoming 2004 Pride festival in Winnipeg, titled &quot;Building Bridges&quot;; also Web site address for details</span></span><span style=""margin&#58;0px;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;line-height&#58;19.425px;font-family&#58;Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;"">&#160;</span></span><br>",,,
433,Tight Security at Winnipeg Flag-Raising Ceremony 2004,"[""Lesbian and Gay Pride""]",Winnipeg,MB,21-Jul-04,"[""Flag Raising"",""Political Event""]","<span style=""color&#58;black;"">​<span lang=""EN-CA"" style=""margin&#58;0px;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;line-height&#58;19.425px;font-family&#58;Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;""><span style=""margin&#58;0px;"">&quot;police security was higher at this year's Pride parade and flag-raising ceremony in Winnipeg,&quot; because of a number of &quot;harassing and homophobic phone calls&quot;; police officers say it is the same small group making these calls and &quot;they know how far they can go without charges being laid under the Criminal Code or the new hate crimes law&quot;</span></span><span style=""margin&#58;0px;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;line-height&#58;19.425px;font-family&#58;Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;"">&#160;</span></span><br>",,,
434,Reel Pride Film Screening 2008,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,Oct-08,"[""Community Event""]","<span style=""color&#58;black;"">​<span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">October 14th – 17th &#58; Venue&#58; IMAX Screenings at 7 and 9 PM<p>October 18th-19th&#58; Venue&#58; Cinematheque Screenings at 7 and 9&#58;00 PM&#160;</p><p>Films include Mulligans, Watercolors, Save Me<br></p></span></span>",http://web.archive.org/web/20081101133910/https://www.reelpride.org/,,
435,Reel Pride Film Screening 2009,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,Oct-09,"[""Community Event""]","<span style=""color&#58;black;"">​<span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">October 13th – 15th &#58; Venue&#58; IMAX Screenings at 7 and 9 PM <p>October 16th-17th&#58; Venue&#58; Cinematheque Screenings at 7 and 9 PM&#160;</p><p>Films include Hannah Free, Make the Yuletide Gay, Chef’s Special<br></p></span></span>",http://web.archive.org/web/20090831045529/https://www.reelpride.org/,,
436,REEL Pride Film Screening 2011,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,Oct-11,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​</span><span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​Screenings at The Gas Station Arts Centre</span></div><div style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><span style=""color&#58;black;""><p><br></p></span><span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">Thursday, October 6th 7pm&#58; 8th Annual Short Film Competition <p>Friday, October 7th 7pm&#58; Leading Ladies 9pm&#58; Eating Out&#58; Drama Camp&#160;</p><p>Saturday, October 8th 7pm&#58; Judas Kiss 9pm&#58; Charlie David Royal Bank Reception Thursday, October 13th 7pm&#58; The Wise Kids 9pm&#58; Private Romeo&#160;</p><p>Friday, October 14th 7pm&#58; Gun Hill Road 9pm&#58; Eating Out&#58; Open Weekend&#160;</p><p><span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">Saturday, October 15th 7pm&#58; Suicide Room 9pm&#58; Leave It On The Floor</span></p></span>",http://web.archive.org/web/20111130154642/https://www.reelpride.org/,,
437,REEL Pride Film Screening 2012,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2012,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​</span><span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​All screenings at The Gas Station Arts Centre</span><br>",http://web.archive.org/web/20120627041653/https://www.reelpride.org/,,
438,REEL Pride Film Screening 2013,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2013,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​All screenings at The Gas Station Arts Centre&#160;</span><span style=""color&#58;black;""><p><br></p></span><span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">Films include Dance of the Orchids, Stranger by the Iac, My Prairie Home<p><br></p>Reel Pride Winnipeg added a second venue (Beereel Venue 2), a beer tent and a venue for webisodes</span><br>",http://web.archive.org/web/20130621194235/http://reelpride.org/,,
439,REEL Pride Film Screening 2016,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2016,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​Screenings at Park Theatre</span><br>",http://web.archive.org/web/20130621194235/http://reelpride.org/,,
440,REEL Pride Film Screening 2017,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2017,"[""Community Event""]","<span style=""color&#58;black;font-size&#58;12pt;font-family&#58;&quot;times new roman&quot;;"">​Screenings at Park Theatre</span><br>",http://web.archive.org/web/20171116004855/http://reelpride.org/how-to-festival,,
441,REEL Pride Film Screening 2018,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2018,"[""Community Event""]","<span style=""color&#58;black;"">​Screenings at The Gas Station Art Centre</span><br>",http://web.archive.org/web/20181007061412/http://reelpride.org/how-to-festival/ http://web.archive.org/web/20180903131537/http://reelpride.org/tickets,,
442,REEL Pride Film Screening 2019,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2019,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​Screenings at The Gas Station Arts Centre</span><br>",http://web.archive.org/web/20191103050416/https://www.reelpride.org/,,
443,REEL Pride Film Screening 2020,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,October 13-18 2020,"[""Community Event"",""COVID-19"",""Anniversary Celebration""]","<span style=""color&#58;black;"">​<p style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;"">Reel Pride Film Festival is proud to announce that this year's festival will take place Tuesday October 13th to Sunday October 18th! This year will be the 35th anniversary of the founding of the festival; making it one of the oldest continuously incorporated LGBTTQ+ film societies. Due to the Covid-19 pandemic we are planning an online Film Festival with lots of exciting additions!&#160;</p><p style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;"">The Reel Pride Film Festival&#58; Celebrates queer media arts and contributes to societal vitality through programming focused on diversity, race, culture, religion, class, gender, ability, health and age. Promotes dialogue in a public, accessible and safe environment where artists and their stories bring awareness and understanding on issues from around the world. Supports unique opportunities to engage artistic work from</p><p style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;"">beyond Manitoba and provide a global of experience of human rights and liberties. · Elevates Manitoba's rich diversity by increasing awareness and understanding of the lesbian, gay, bisexual, transgender, two-spirit, queer communities</p></span><br>",http://web.archive.org/web/20200805070939/https://reelpride.tixit.ca/Online/default.asp https://www.facebook.com/events/1001516343651038/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,,
444,REEL Pride Film Screening 2021,"[""Winnipeg Gay and Lesbian Film Society""]",Winnipeg,MB,2021,"[""COVID-19"",""Community Event""]","<span style=""color&#58;black;"">​<p style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;"">The Canadian Short Film Competition and Festival Art Show</p><p style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;"">2021 Virtually Reel Pride’s virtual festival operates through the on-demand video-streaming platform, Eventive. Audience members will be able to purchase tickets to individual films and hardcore Reel Pride fans can score festival passes for max films at max value! We are building our programming right now and can't wait to share our selections with you in September!</p></span><br>",http://web.archive.org/web/20210815210118/https://www.reelpride.org/,,
445,Winnipeg Pride Coffee House 2011,"[""Pride Winnipeg""]",Winnipeg,MB,3-Jun-11,"[""Community Event""]","<span style=""color&#58;black;"">​<span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">The 11th Annual Winnipeg Pride Coffee House - A Fundraiser for Camp Aurora. A Pride Winnipeg tradition with live music and spoken word. Visit with friends and break bread together.</span></span><br>",https://www.facebook.com/events/807452482672609/?active_tab=discussion,,
446,Winnipeg Pride Coffee House 2013,"[""Pride Winnipeg""]",Winnipeg,MB,Jun-13,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;"">​Held at Exchange Community Building&#160;</span><span style=""color&#58;black;""><p><br></p></span><span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">A Winnipeg Pride tradition, with live music and spoken word. Visit with friends and break bread together. For more event info join the Facebook group and/or fan page&#58; glbttq* artists of ywg.</span><br>",http://web.archive.org/web/20131015082948/http://www.pridewinnipeg.com/events/community-events/,,
447,Winnipeg Pride Coffee House 2014,"[""Pride Winnipeg""]",Winnipeg,MB,30-May-14,"[""Community Event""]","<span style=""color&#58;black;font-family&#58;&quot;times new roman&quot;;font-size&#58;12pt;""><p>All ages event, at the Exchange Community Centre</p>T​</span><span style=""color&#58;black;""><span style=""font-family&#58;&quot;Times New Roman&quot;;font-size&#58;medium;display&#58;inline !important;"">he 14th Annual Winnipeg Pride Coffee House 2014 - A Fundraiser for Camp Aurora. A Pride Winnipeg tradition. Visit with friends and break bread together. <p>Friday May 30th 2014, doors open at 7pm and show starts at 7&#58;30pm.&#160;</p><p>The 2014 Pride Coffee House show line-up&#58; Singer/Musicians&#58; Deborah Romeyn, Alex Spring, Jamie Lillie with brother Dylan Acorn, Sawyer McMahon and Kyla Auger, Chaer Renae, and Süss Spoken Word&#58; Kai Jolley on masculinity – actor/producer David Churchill on art – Associate Professor at U of M Patrick Gratton reading his poem -- writer/director<br></p></span></span>",https://www.facebook.com/events/447171508760805/?active_tab=discussion,,
448,Edmonton Pride Church Service 2019,"[""McDougall United Church""]",Edmonton,AB,2019,"[""Community Event""]","<span style=""color&#58;black;"">​“Power of our Stories” is the theme for this year’s service.<br></span><br>",Pride Guide p. 31,,
449,Edmonton Pride Church Service 2018,"[""McDougall United Church""]",Edmonton,AB,2018,"[""Community Event""]","<span style=""color&#58;black;"">​Join Affirm! For the annual Pride Church Service at the McDougall United Church. All are welcome to this celebration of Pride and faith.</span><br>",Pride Guide p. 35,,
450,Edmonton Pride Church Service 2017,"[""McDougall United Church""]",Edmonton,AB,2017,"[""Community Event""]","<span style=""color&#58;black;"">​Mark Chiang is speaking. Relevant message. Special music, featuring the Edmonton Vocal Minority Choir and other performers.</span><br>",Pride Guide p. 15,,
451,Edmonton Pride Church Service 2015,"[""McDougall United Church""]",Edmonton,AB,2015,"[""Community Event""]","<span style=""color&#58;black;"">​<p style=""margin&#58;0cm 0cm 8pt;line-height&#58;107%;font-size&#58;11pt;font-family&#58;Calibri, sans-serif;""><span lang=""EN-US"" style="""">Pride themed church service, celebrating LGBTQ people.<span style="""">&#160; </span>All people are welcome.</span></p></span><br>",https://web.archive.org/web/20150616183934/http://www.edmontonpride.ca/pride_week/events/?event_action=view&event_id=249&ret=%2Fpride_week%2Fevents%2Findex.php%3Fmonth%3D6%26amp%3Byear%3D2015,,
452,Edmonton Pride Church Service 2013,"[""McDougall United Church""]",Edmonton,AB,2013,"[""Community Event""]","<span style=""color&#58;black;"">​Visit www.mcdougallunited.com for more information.</span><br>",Pride Guide p. 11,,
453,Edmonton Pride Church Service 2012,"[""McDougall United Church""]",Edmonton,AB,2012,"[""Community Event""]","<span style=""color&#58;black;"">​McDougall United Church welcomes the LGBT community to join them for a special celebration.</span><br>",Pride Guide p. 16,,
